,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
2884,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,23.5,20.1,27.1,20.1 - 27.1,22.8-23.8,
2885,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,20.9,18.5,23.4,18.5 - 23.4,19.4-22.2,
2886,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,21.9,18.9,25.1,18.9 - 25.1,21.1-23.8,
2887,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,23.1,20.2,26.3,20.2 - 26.3,22.8-24.6,
2888,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,23.1,19.8,26.6,19.8 - 26.6,22.6-24.7,
2889,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,22.8,19.9,26.0,19.9 - 26.0,19.7-22.8,
2890,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,20.6,17.8,23.5,17.8 - 23.5,20.6-22.1,
2891,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,26.3,22.9,29.9,22.9 - 29.9,25.1-28.4,
2892,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,25.7,22.2,29.3,22.2 - 29.3,23.9-26.7,
2893,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,23.4,19.9,27.1,19.9 - 27.1,21.5-23.8,
2894,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,24.3,20.9,27.9,20.9 - 27.9,23.5-26.5,
2895,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,27.4,24.4,30.5,24.4 - 30.5,26.2-29.3,
2896,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,24.0,20.5,27.8,20.5 - 27.8,21.4-24.3,
2897,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,24.0,20.5,27.9,20.5 - 27.9,20.8-24.1,
2898,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,22.3,19.9,24.9,19.9 - 24.9,20.4-23.5,
2899,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,23.0,20.5,25.7,20.5 - 25.7,20.5-24.2,
2900,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,22.1,19.6,24.8,19.6 - 24.8,20.6-24.1,
2901,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,24.5,21.6,27.6,21.6 - 27.6,23.5-25.5,
2902,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,25.5,22.2,29.2,22.2 - 29.2,24.4-27.2,
2903,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,28.0,24.8,31.3,24.8 - 31.3,27.6-35.7,
2904,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,10.2,8.2,12.6,8.2 - 12.6,10.2-12.9,
2905,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,9.0,7.4,10.8,7.4 - 10.8,8.7-9.4,
2906,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,8.4,6.7,10.3,6.7 - 10.3,6.0-8.6,
2907,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,12.8,10.4,15.5,10.4 - 15.5,10.9-12.9,
2908,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,12.8,10.2,15.9,10.2 - 15.9,12.0-14.1,
2909,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,9.1,7.1,11.3,7.1 - 11.3,6.7-9.2,
2910,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,11.8,9.0,15.1,9.0 - 15.1,10.9-12.1,
2911,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,9.8,7.9,12.1,7.9 - 12.1,4.1-10.0,
2912,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,13.9,11.3,16.9,11.3 - 16.9,13.7-16.5,
2913,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,12.3,9.8,15.1,9.8 - 15.1,11.1-12.5,
2914,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,14.0,10.9,17.6,10.9 - 17.6,12.7-16.1,
2915,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,12.2,9.4,15.5,9.4 - 15.5,11.3-12.6,
2916,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,12.7,10.4,15.1,10.4 - 15.1,11.4-12.7,
2917,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,11.1,8.7,13.8,8.7 - 13.8,10.3-11.1,
2918,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,9.1,7.0,11.6,7.0 - 11.6,6.2-9.4,
2919,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,10.2,7.8,12.9,7.8 - 12.9,9.8-10.9,
2920,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,10.6,7.7,14.1,7.7 - 14.1,9.7-11.6,
2921,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,8.7,6.5,11.4,6.5 - 11.4,8.6-9.3,
2922,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,7.3,5.3,9.7,5.3 - 9.7,4.4-8.0,
2923,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,8.3,6.6,10.3,6.6 - 10.3,5.5-8.7,
2924,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,11.9,8.6,16.0,8.6 - 16.0,11.5-15.7,
2925,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,9.0,6.9,11.6,6.9 - 11.6,5.7-9.7,
2926,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,11.6,8.8,14.9,8.8 - 14.9,10.5-12.0,
2927,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,13.0,10.5,15.9,10.5 - 15.9,12.8-15.2,
2928,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,12.5,9.8,15.7,9.8 - 15.7,11.3-12.5,
2929,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,11.4,8.9,14.3,8.9 - 14.3,11.0-12.7,
2930,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,10.6,7.6,14.4,7.6 - 14.4,9.3-10.9,
2931,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,11.2,8.8,13.9,8.8 - 13.9,9.6-11.2,
2932,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,9.8,8.1,11.7,8.1 - 11.7,7.4-10.1,
2933,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,10.9,8.8,13.2,8.8 - 13.2,9.6-10.9,
2934,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,9.9,8.3,11.6,8.3 - 11.6,5.6-9.9,
2935,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,9.4,7.7,11.3,7.7 - 11.3,8.3-10.0,
2936,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,12.1,9.5,15.1,9.5 - 15.1,11.4-12.9,
2937,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,9.0,7.2,11.2,7.2 - 11.2,8.8-10.0,
2938,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,9.3,7.2,11.7,7.2 - 11.7,9.0-9.9,
2939,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,8.6,6.8,10.7,6.8 - 10.7,8.6-10.1,
2940,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,8.0,6.5,9.7,6.5 - 9.7,7.7-8.8,
2941,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,8.7,7.1,10.6,7.1 - 10.6,8.1-9.2,
2942,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,7.9,6.2,9.9,6.2 - 9.9,5.6-8.9,
2943,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,9.6,7.8,11.5,7.8 - 11.5,8.6-9.6,
2944,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,9.1,7.5,10.9,7.5 - 10.9,8.5-10.0,
2945,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,11.6,9.2,14.4,9.2 - 14.4,9.8-11.6,
2946,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,9.5,7.1,12.3,7.1 - 12.3,8.5-9.5,
2947,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,11.4,9.3,13.8,9.3 - 13.8,11.3-17.2,
2948,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,10.4,7.9,13.3,7.9 - 13.3,10.4-11.1,
2949,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,11.5,9.2,14.3,9.2 - 14.3,10.8-11.8,
2950,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,9.8,7.5,12.6,7.5 - 12.6,9.0-10.2,
2951,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,12.9,10.3,15.8,10.3 - 15.8,11.5-17.0,
2952,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,11.7,9.5,14.4,9.5 - 14.4,11.4-27.6,
2953,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,11.7,9.6,14.0,9.6 - 14.0,9.9-11.9,
2954,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,9.7,7.5,12.2,7.5 - 12.2,8.2-10.1,
2955,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,8.7,6.9,10.9,6.9 - 10.9,8.7-10.3,
2956,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,10.6,8.0,13.7,8.0 - 13.7,9.9-11.2,
2957,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,12.5,9.6,15.8,9.6 - 15.8,12.5-21.1,
2958,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,11.1,8.4,14.2,8.4 - 14.2,10.6-12.3,
2959,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,10.3,8.0,13.1,8.0 - 13.1,10.1-11.3,
2960,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,11.6,9.3,14.3,9.3 - 14.3,11.4-20.3,
2961,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,10.0,7.9,12.4,7.9 - 12.4,8.9-10.5,
2962,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,11.5,8.5,15.0,8.5 - 15.0,9.9-11.6,
2963,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,11.5,8.9,14.5,8.9 - 14.5,10.6-12.2,
2964,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,10.5,8.3,13.1,8.3 - 13.1,10.4-11.5,
2965,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,10.7,9.2,12.4,9.2 - 12.4,9.2-10.7,
2966,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,10.3,8.7,12.1,8.7 - 12.1,9.2-10.3,
2967,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,10.8,9.1,12.7,9.1 - 12.7,9.6-11.0,
2968,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,9.4,7.5,11.7,7.5 - 11.7,7.0-9.9,
2969,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,12.7,10.1,15.7,10.1 - 15.7,11.3-12.7,
2970,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,23.4,20.8,26.2,20.8 - 26.2,21.8-23.5,
2971,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,25.5,21.6,29.8,21.6 - 29.8,24.3-25.6,
2972,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,23.3,20.7,26.1,20.7 - 26.1,22.2-23.7,
2973,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,21.9,19.4,24.6,19.4 - 24.6,21.9-23.1,
2974,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,26.2,22.3,30.3,22.3 - 30.3,24.9-27.0,
2975,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,25.9,21.1,31.2,21.1 - 31.2,25.3-27.0,
2976,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,27.1,24.3,30.0,24.3 - 30.0,26.0-28.4,
2977,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,27.3,24.4,30.3,24.4 - 30.3,26.3-28.2,
2978,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,27.9,24.1,31.9,24.1 - 31.9,26.8-28.7,
2979,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,24.8,21.3,28.5,21.3 - 28.5,22.9-25.5,
2980,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,26.7,23.4,30.3,23.4 - 30.3,26.2-28.5,
2981,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,27.4,24.3,30.7,24.3 - 30.7,25.8-28.3,
2982,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,26.1,22.2,30.3,22.2 - 30.3,26.0-28.1,
2983,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,25.0,21.9,28.3,21.9 - 28.3,23.5-25.9,
2984,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,28.3,25.0,31.8,25.0 - 31.8,27.2-31.5,
2985,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,27.8,24.5,31.3,24.5 - 31.3,27.5-35.3,
2986,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,27.4,24.7,30.3,24.7 - 30.3,26.3-28.1,
2987,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,22.6,20.2,25.1,20.2 - 25.1,22.6-25.1,
2988,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,24.9,21.6,28.4,21.6 - 28.4,22.9-25.8,
2989,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,25.7,22.2,29.5,22.2 - 29.5,22.9-25.7,
2990,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,28.9,25.0,33.0,25.0 - 33.0,26.4-28.9,
2991,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,24.8,21.0,28.8,21.0 - 28.8,24.8-27.3,
2992,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,27.7,24.2,31.5,24.2 - 31.5,27.7-29.1,
2993,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,25.8,22.7,29.2,22.7 - 29.2,24.3-27.4,
2994,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,28.3,25.0,31.8,25.0 - 31.8,27.4-29.4,
2995,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,26.8,23.3,30.7,23.3 - 30.7,25.4-27.7,
2996,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,28.3,25.1,31.7,25.1 - 31.7,27.8-30.4,
2997,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,25.2,22.4,28.2,22.4 - 28.2,24.0-27.1,
2998,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,26.7,24.6,29.0,24.6 - 29.0,23.9-27.2,
2999,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,30.9,27.7,34.1,27.7 - 34.1,29.7-39.3,
